id;paperTitle;area;authorID;corrAuthorID;publicationID;venueId;reviewer_1;reviewer_2;review_1;review_2;paperType;paperAbstract;decisions_1;decisions_2;year;url
993;The_effect_of_Helicobacter_pylori_eradication_on_symptoms_and_gastric_emptying_in_patients_with_nonulcer_dyspepsia_;Data Management;6023,6024,6025,6026;6024;12185;12406;B__Baldi;R__Langerhans;Alone_spend_chair_measure_decision_well_firm__Cost_goal_drop_large_feeling__Reason_beautiful_put_base_western_;With_soldier_feeling_relate_though__Manager_base_though_sport_mind__Kind_threat_force_community_machine_moment_quality_;ShortPaper;BACKGROUND/AIMSThis_study_was_undertaken_to_evaluate_the_effect_of_eradication_therapy_on_the_symptoms_of_Helicobacter_pylori_positive_non_ulcer_dyspepsia_patients_METHODSTwenty_four_patients_participated_in_the_study_and_the_symptoms_of_daytime_epigastric_pain__night_or_hunger_pain__nausea__vomiting__regurgitation__bloating__belching__early_satiety_and_anorexia_were_scored_at_the_beginning__the_15th_day_after_starting_eradication_therapy_amoxicillin_2_gr_bid__clarithromycin_2_gr_bid_and_omeprazole_40_mg_daily_for_two_weeks_and_during_the_third_and_sixth_months__Gastric_emptying_of_radiolabelled_solid_meal_was_determined_at_baseline_and_during_the_third_month_RESULTSThe_Helicobacter_pylori_eradication_rate_was_79_and_symptom_scores_significantly_decreased_during_the_follow_up_period_in_both_of_the_groups__irrespective_of_Helicobacter_pylori_status__The_mean_symptom_scores_of_the_24_patients_at_baseline__day_15_and_and_months_three_and_six_were_as_follows:1_275__0_274__0_496_and_0_238_respectively__Symptom_scores_for_the_19_patients_with_Helicobacter_pylori_eradication_were_1_084__0_263__0_347_and_0_215_respectively_while_in_the_five_patients_in_whom_Helicobacter_pylori_eradication_therapy_failed_it_was_2_0__0_314__1_06_and_0_32_respectively__Of_the_16_6_Helicobacter_pylori_positive_non_ulcer_dyspepsia_patients_who_had_delayed_gastric_emptying_of_solids__there_was_no_change_after_eradication_therapy__Nine_patients__including_all_of_those_in_whom_eradication_therapy_failed__required_further_medication_antacids/prokinetics_for_continuing_symptoms_one_month_after_completion_of_treatment_CONCLUSIONSThe_results_of_this_study_suggest_that_Helicobacter_pylori_is_a_causal_factor_in_symptoms_of_non_ulcer_dyspepsia_and_that_eradication_therapy_improves_symptoms_and_endoscopic_findings_but_has_no_effect_on_gastric_emptying_;Yes;Yes;2002;https://www.semanticscholar.org/paper/fa59c0503eb02d5af745ecbbae937cecf13f4249
510;Attention_deficit_disorder_and_methylphenidate:normalization_rates__clinical_effectiveness__and_response_prediction_in_76_children_;Psychology,Data Management;4198,4197,4229,4230;4229;null;11101;R__Kienast;Z__Ullah;None_whose_six_light_allow_sell_coach__Attorney_develop_member_street_child_best_each_Building_seat_job_citizen_couple__Next_difference_see_most_government_;Carry_newspaper_of_blood_international_real_start__Like_instead_might__That_firm_common_;ShortPaper;OBJECTIVETo_evaluate_the_magnitude_and_clinical_significance_of_methylphenidate_MPH_effects_on_the_classroom_behavior_and_academic_performance_of_76_children_with_attention_deficit_disorder/hyperactivity_ADDH_METHODA_double_blind__placebo_controlled__within_subject_crossover_experimental_design_was_used_to_evaluate_acute_MPH_effects_at_four_dose_levels_5_mg__10_mg__15_mg__and_20_mg_on_children_s_attention__academic_functioning__and_behavior_in_regular_classroom_settings__Results_were_contrasted_with_a_normal_control_sample_RESULTSStandard_statistical_analysis_revealed_MPH_effects_on_classroom_functioning_that_were_primarily_linear__Analysis_of_the_clinical_significance_of_effects_indicated_that_large_proportions_of_treated_children_exhibited_significantly_improved_or_normalized_classroom_functioning;_however__a_large_subset_of_them_failed_to_show_improved_academic_functioning__Overall__children_failing_to_respond_at_lower_dose_levels_have_a_high_probability_of_improving_or_becoming_normalized_as_a_function_of_increasing_dose_CONCLUSIONSFor_a_majority_of_children_with_ADDH__MPH_results_in_significantly_improved_or_normalized_attention_and_classroom_behavior__A_significant_subset__however__fail_to_realize_gains_in_their_academic_functioning_and_will_require_supplemental_interventions_;Yes;No;1994;https://www.semanticscholar.org/paper/7ed2688f59ae33e084788b2c17114515c4955a17
994;Risk_factors_for_ulcer_development_in_patients_with_non_ulcer_dyspepsia:a_prospective_two_year_follow_up_study_of_209_patients;Data Management;6027,5995,6028,6029,6030,6031,6032,6033,6034,6035,6036,6037;6032;12186;10827;S__McWilliam;A__Canals;Today_sound_stock_real__Trip_available_debate_responsibility_tax_Religious_training_know_ground__Worry_reason_often_order_perhaps_watch_size_marriage__Blue_check_position_whether_;Middle_big_strong_foreign_sort_reality_anyone__Parent_positive_point_everyone_affect_worry__Stage_area_performance_you_doctor_trip_affect_;FullPaper;Background_and_aims:A_subset_of_non_ulcer_dyspepsia_NUD_disorders_can_evolve_into_peptic_ulcer_disease__This_prospective_study_attempted_to_determine_the_independent_risk_factors_for_ulcer_formation_in_NUD_patients__and_compared_the_natural_history_of_Helicobacter_pylori_positive_and_negative_NUD_subjects__Methods:From_May_1997_to_April_1999__consecutive_NUD_patients_were_enrolled_into_the_study__Endoscopy_was_performed_routinely_on_enrolment__at_the_end_of_the_second_and_12th_months__and_whenever_there_was_a_dyspepsia_attack__Patients_were_prospectively_followed_up_for_two_years__Results:Peptic_ulcers_occurred_in_16_of_209_NUD_patients_during_the_two_year_follow_up_period__Multivariate_analysis_of_13_host_and_bacterial_factors_demonstrated_that_advanced_age_odds_ratio_2_90__H_pylori_infection_odds_ratio_3_59__and_use_of_non_steroidal_anti_inflammatory_drugs_NSAID;_odds_ratio_4_46_were_independently_significant_in_predicting_subsequent_peptic_ulcer_development__NUD_patients_with_all_three_risk_factors_had_a_75_3/4_risk_of_developing_peptic_ulcer_but_the_ulcer_incidence_in_patients_without_any_of_the_risk_parameters_was_only_1_2_1/84__The_resolution_rate_of_symptoms_in_the_H_pylori_positive_NUD_patients_was_similar_to_the_H_pylori_negative_patients_57_9_v_49_1;_95_confidence_interval_CI_−5_to_22__However__rates_for_subsequent_peptic_ulcer_and_erosion_development_were_significantly_higher_in_H_pylori_positive_patients_than_in_H_pylori_negative_patients_ulcer_12_6_v_3_5__95_CI_1–16;_erosion_23_2_v_12_3__95_CI_1–21__Conclusion:A_small_but_significant_proportion_of_NUD_patients_develop_peptic_ulcer_after_long_term_follow_up__H_pylori_infection__NSAID_use__and_advanced_age_are_independent_risk_factors_for_subsequent_ulcer_formation__Follow_up_endoscopy_is_strongly_indicated_for_an_NUD_patient_with_multiple_risk_factors_for_ulcer_formation_when_symptoms_recur_;Yes;Yes;2002;https://www.semanticscholar.org/paper/ac1f725f52b5d52ae62b6ec5ea443df351c9071d
511;Prescribing_practices_of_outpatient_child_psychiatrists_;Data Management;4231,4232,4233;4231;null;12497;M__Berger;Qian_Qian_Zong;Way_marriage_which_seem_fire__Right_really_talk_eat_young_old_prepare_Next_might_beyond_weight_matter_both__Low_without_dog_threat_work_way__Reason_thing_thank_fast_;Treat_enjoy_economy_safe__Kind_machine_purpose_minute_some_science_letter_;FullPaper;OBJECTIVEThis_study_was_designed_to_assess_outpatient_child_psychiatrists_prescribing_practices_METHODOf_1_422_outpatients_in_two_public__university_affiliated_settings_in_New_York_and_Ohio__the_charts_of_146_medicated_and_126_nonmedicated_randomly_selected_patients_were_reviewed_for_demographic_variables__DSM_III_R_diagnoses__medications_prescribed__and_charted_prescription_rationales_RESULTSFifteen_percent_of_the_800_outpatients_seen_in_a_1_month_period_in_New_York__and_19_of_the_626_outpatients_seen_in_a_1_year_period_in_Ohio_were_prescribed_medication__Patients_medicated_by_clinic_psychiatrists_were_significantly_more_likely_than_nonmedicated_patients_to_be_psychotic_and_to_have_been_hospitalized_previously__and_significantly_less_likely_to_have_adjustment_disorder__Using_standards_employed_by_drug_utilization_review_committees__medications_were_prescribed_appropriately_in_approximately_90_of_cases__Of_concern__65_of_patients_given_antipsychotics_in_New_York_and_67_in_Ohio_were_not_psychotic;_the_primary_target_symptom_in_such_cases_was_aggression_CONCLUSIONSPrescribing_practices_appeared_to_be_appropriate__although_the_use_of_antipsychotic_medications_in_nonpsychotic_children_is_a_concern_for_the_field_of_child_psychiatry__The_strong_similarity_of_practices_in_two_independent_and_geographically_remote_sites_suggests_the_findings_are_generalizable_to_providers_in_other_public__university_affiliated_settings_;No;Yes;1994;https://www.semanticscholar.org/paper/9014f56de6e0142589f45a4d7dc6a1b61ae896c2
995;Increased_Prevalence_of_Irritable_Bowel_Syndrome_in_Patients_With_Gastroesophageal_Reflux;Data Management;6038,6039,6040,6041,6042,6043,6044;6041;12187;12465;M__Sunamura;E__Giamarellos‐Bourboulis;Small_hour_carry_of__Those_table_no_system_Recently_environmental_attack_then_light_particularly__Well_data_chair_hair_kind_decision_Hit_reduce_recognize_than_drug_federal_night_;Include_focus_boy_because_song_room__Change_fill_man_hold_actually_;FullPaper;Goals_To_determine_the_prevalence_of_irritable_bowel_syndrome_IBS_in_subjects_with_gastroesophageal_reflux_disease_GERD_compared_with_non_GERD_controls__Study_Two_hundred_subjects_were_identified_from_a_list_of_Cedars_Sinai_Medical_Foundation_patients_and_gastroenterology_motility_practice_subjects_with_and_without_a_potential_diagnosis_of_GERD__All_subjects_were_then_evaluated_independently_by_two_blinded_physicians_who_were_asked_to_identify_subjects_with_GERD_based_on_taking_a_history_gold_standard__A_follow_up_questionnaire_was_later_mailed_to_patients__This_questionnaire_included_Rome_I_criteria_for_IBS__The_prevalence_of_IBS_was_compared_between_GERD_and_non_GERD_subjects__Finally__to_further_strengthen_the_method__a_retrospective_review_of_all_subjects_charts_was_conducted_to_identify_patients_who_had_had_24_hour_pH_tests__and_the_prevalence_of_IBS_was_determined_in_this_subgroup__Results_Of_the_200_subjects__90_45_patients_returned_the_questionnaire__After_excluding_subjects_with_IBD_and_incomplete_questionnaires__there_were_84_subjects_35_with_GERD_included_in_the_analysis__Of_the_35_GERD_subjects__25_71_were_Rome_I_criteria_positive_for_IBS__whereas_only_17_of_the_49_35_non_GERD_subjects_had_IBS_odds_ratio_=_54_7__CI_=_1_7–13_5__p__0_01__In_11_of_the_GERD_subjects_a_24_hour_pH_study_was_available_and_confirmed_GERD__Of_these_11_subjects__7_64_met_Rome_I_criteria_for_IBS__Conclusion_There_is_a_higher_prevalence_of_IBS_in_subjects_with_GERD_compared_with_subjects_without_GERD_;Yes;Yes;2002;https://www.semanticscholar.org/paper/67ce91a08adc95ad9701915498300333cdb1d694
512;New_developments_in_childhood_affective_and_anxiety_disorders_;Data Management;4234,4235,4236;4235;11773;10994;N__Andany;Z__Qin;Relationship_country_yourself__Large_anyone_watch_over_return_month_maybe_Catch_bar_adult_yet_role_officer__Mind_dream_discover_action_organization_know_our_;Box_affect_west_state__Want_government_study_interesting_draw_task_however__Choose_administration_save_various_stay_him__Use_key_stay_station_system_sure_foreign_north_;DemoPaper;;Yes;Yes;1994;https://www.semanticscholar.org/paper/53fb881f6de50544083c70bd1c6be7bf4a88f0ec
996;Dyspepsia:challenges_in_diagnosis_and_selection_of_treatment_;Data Management;6045;6045;12188;12506;S__Pons;R__Saracco;Statement_green_visit_own_drive_buy_contain__Sometimes_own_father_;Training_sister_require_southern_do_left__Rise_get_best_inside_reach_describe_career_Imagine_good_win__We_group_plan__Fund_decide_pass_activity_tell_detail_;FullPaper;;Yes;Yes;2001;https://www.semanticscholar.org/paper/ca303e534746b06e601fb7f7c6349e6b0f4cea6f
513;Types_of_psychiatric_treatment__Drug_treatment_;Data Management;4237;4237;11774;12426;Peter_S__Chung;X__Teng;Season_voice_hundred_radio_operation__Although_third_culture_each_move__Thing_lose_practice_soon_consumer_collection_bill__Continue_subject_you_hard_;Rate_would_over_more__Process_drug_character_south_enough_simple__Second_doctor_rise_believe_word_sit_military_;FullPaper;There_is_general_agreement_that_psychoactive_drugs_should_only_be_given_as_part_of_an_overall_treatment_plan__It_might_be_thought_there_would_also_be_general_agreement_that_the_use_of_psychoactive_drugs_should_be_informed_by_the_literature_but_there_are_such_large_differences_in_prescribing_practice_between_clinicians_and_between_countries_that_other_factors_must_be_relevant__Stimulant_drugs_are_probably_the_best_investigated_and_best_understood_psychoactive_drugs_in_use_in_childhood_and_yet_they_are_seldom_prescribed_in_Britain__where_drugs_are_frequently_used_to_treat_sleep_problems_and_nocturnal_enuresis__2Both_of_these_conditions_are_more_appropriately_managed_with_behavioural_methods__On_the_other_hand__some_severe_psychiatric_problems_are_unusual_and_little_researched_in_childhood_or_adolescence__One;Yes;Yes;1992;https://www.semanticscholar.org/paper/f87f6d5ed78da62b25a2ab3de559c55b7d4ec555
997;Comparison_of_clinical__serological_and_histological_findings_between_non‐ulcer_dyspepsia_patients_with_and_without_Helicobacter_pylori_infection;Data Management;6030,6027,6028,5995,6046,6029,6047,6048,6049,6050,6051,6034,6052;6027;12189;11250;N__Flavahan;Yu_Sun;Would_city_only_information__Staff_claim_democratic_fall_population_then__Serve_you_leader_including_wear_condition_note_;Bank_effect_material_reach__Evening_from_than_section_newspaper__There_hand_newspaper_south_Cup_peace_other_home_benefit__Check_ten_leave_past_stage_Myself_drug_reason_yes_anything_style_evidence_;ShortPaper;Background_and_Aims:The_role_of_Helicobacter_pylori_H__pylori_infection_in_non‐ulcer_dyspepsia_NUD_remains_controversial__This_study_investigates_the_clinical__serological_and_histological_differences_between_patients_with_H__pylori‐positive_and_‐negative_NUD_;Yes;Yes;2001;https://www.semanticscholar.org/paper/b1be6cdb2c421c628b4c097f7a6e8cd9f81d77fc
514;Clinical_issues_in_child_and_adolescent_psychopharmacology_;Psychology,Data Management;4146;4146;11775;10958;Sushil_Kumar;G__Chiang;Themselves_wish_mission_for__May_seat_age_growth_window_edge_pull__Marriage_else_probably_send_huge_discuss_involve_;Interview_any_them_quite_other_style_listen__Hand_field_sure_assume_area_Meeting_quite_must_Mr_impact_job_beyond_enjoy__Above_sort_bar__Relate_federal_growth_few_get_security_laugh_;FullPaper;During_the_past_two_decades_psychopharmacologists_have_made_considerable_strides_in_establishing_the_safety_and_efficacy_of_psychotropic_drug_therapy_for_childhood_behavior_disorders__Most_of_the_research_has_focused_on_children_with_disruptive_behavior_disorders__autism__or_mental_retardation__but_more_recently_other_disorders_such_as_depression__obsessive_compulsive_disorder__separation_anxiety_school_refusal__and_Tourette_syndrome_are_also_receiving_attention__Psychopharmacotherapy_has_often_been_a_matter_of_controversy__with_most_issues_pertaining_to_either_the_appropriateness_of_medication_e_g___rationales_for_treatment__alternative_interventions__toxicity__iatrogenic_effects_or_inadequacies_of_clinical_management_e_g___availability_of_services__drug_assessment_procedures__limitations_of_research__This_article_presents_a_brief_overview_of_the_safety_and_efficacy_of_psychotropic_drugs_and_the_issues_associated_with_their_use_in_clinical_settings_;Yes;Yes;1991;https://www.semanticscholar.org/paper/5869c9e9b2f865506c6df3a010cf7256a2e42a94
